satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
2,3,2,2,3,1,3,Non,18 %,45,M,2348,Divorcé(e),Consulting,Consultant,8,20,17,9,Non,1,2,1,9,3,Infra & Cloud,Occasionnel,0,15
2,3,3,4,4,3,3,Non,14 %,32,F,8998,Célibataire,Commercial,Cadre Commercial,1,9,9,8,Non,0,2,1,8,3,Marketing,Frequent,3,7
4,3,2,3,1,3,3,Non,13 %,29,M,4319,Marié(e),Consulting,Tech Lead,1,10,10,7,Non,1,1,1,1,1,Entrepreunariat,Aucun,0,9
2,2,2,3,3,3,3,Non,17 %,51,M,6132,Marié(e),Consulting,Tech Lead,2,10,1,0,Non,0,2,1,7,4,Transformation Digitale,Occasionnel,0,0
2,2,1,2,2,2,4,Oui,20 %,58,F,3346,Marié(e),Consulting,Assistant de Direction,4,9,1,0,Non,1,3,1,9,3,Transformation Digitale,Occasionnel,0,0
3,2,3,4,1,2,3,Non,11 %,40,M,10855,Marié(e),Commercial,Cadre Commercial,7,15,12,11,Non,1,2,1,4,4,Marketing,Occasionnel,2,11
3,3,1,3,4,3,3,Non,18 %,34,F,2231,Marié(e),Commercial,Représentant Commercial,6,6,4,3,Non,1,3,1,2,4,Marketing,Frequent,1,2
3,3,1,4,1,3,4,Non,24 %,22,M,2323,Marié(e),Consulting,Assistant de Direction,1,2,2,2,Non,2,6,1,19,1,Transformation Digitale,Occasionnel,2,2
4,3,1,2,4,1,3,Non,18 %,27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,6,2,2,Non,1,1,1,9,3,Transformation Digitale,Aucun,2,2
3,3,1,4,3,1,3,Non,11 %,28,M,2713,Marié(e),Consulting,Assistant de Direction,1,5,5,2,Non,1,2,1,21,3,Transformation Digitale,Occasionnel,0,2
3,4,3,4,2,1,3,Oui,16 %,57,M,9439,Divorcé(e),Consulting,Manager,3,12,5,3,Non,1,2,1,24,2,Infra & Cloud,Occasionnel,1,4
3,2,1,3,4,2,3,Oui,15 %,27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,1,1,1,Non,1,2,1,3,3,Transformation Digitale,Aucun,0,1
3,3,5,2,2,3,3,Non,15 %,50,F,19926,Célibataire,Consulting,Senior Manager,3,21,5,4,Non,0,5,1,11,3,Infra & Cloud,Occasionnel,4,4
1,3,1,3,1,3,3,Non,12 %,41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,13,9,8,Non,1,2,1,14,3,Infra & Cloud,Occasionnel,1,8
2,3,3,4,3,3,3,Non,12 %,30,F,9419,Marié(e),Commercial,Cadre Commercial,2,12,10,9,Non,1,2,1,5,3,Infra & Cloud,Occasionnel,7,4
1,2,2,4,3,4,4,Non,22 %,38,F,8686,Célibataire,Commercial,Cadre Commercial,4,12,8,3,Non,0,2,1,1,4,Infra & Cloud,Occasionnel,0,7
3,3,1,3,1,3,4,Non,20 %,32,M,3038,Célibataire,Consulting,Assistant de Direction,3,8,5,4,Non,0,2,1,6,5,Infra & Cloud,Occasionnel,1,4
3,3,1,2,4,2,3,Oui,16 %,27,M,3058,Marié(e),Consulting,Assistant de Direction,0,6,5,2,Non,1,3,1,17,3,Entrepreunariat,Occasionnel,1,1
3,1,1,1,1,4,4,Non,21 %,19,F,2325,Célibataire,Commercial,Représentant Commercial,0,1,0,0,Oui,0,5,1,1,1,Entrepreunariat,Frequent,0,0
4,3,1,2,3,2,3,Non,12 %,36,M,2088,Célibataire,Consulting,Consultant,4,13,8,7,Non,0,3,1,3,2,Transformation Digitale,Frequent,7,2
3,3,2,1,3,3,3,Non,11 %,30,M,3072,Divorcé(e),Consulting,Consultant,1,12,12,9,Non,2,4,1,9,3,Transformation Digitale,Aucun,6,10
3,3,2,1,1,4,3,Oui,11 %,45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,9,5,4,Non,1,3,1,4,2,Infra & Cloud,Occasionnel,0,3
3,3,1,1,3,3,3,Oui,18 %,56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,19,2,2,Non,1,3,1,8,3,Infra & Cloud,Occasionnel,2,2
3,3,1,4,1,4,3,Non,14 %,33,M,2500,Célibataire,Consulting,Assistant de Direction,0,4,3,1,Non,0,2,1,2,3,Infra & Cloud,Occasionnel,0,2
2,2,1,4,3,2,4,Non,22 %,19,M,1102,Célibataire,Consulting,Consultant,1,1,1,0,Oui,0,3,1,2,3,Infra & Cloud,Occasionnel,1,0
2,3,3,1,3,3,4,Non,25 %,46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,24,24,13,Non,3,2,1,1,2,Marketing,Occasionnel,15,7
3,3,1,4,3,3,3,Non,12 %,38,F,2288,Célibataire,Consulting,Consultant,1,2,2,2,Non,0,3,1,9,2,Infra & Cloud,Occasionnel,2,1
3,3,1,4,3,3,4,Oui,23 %,31,F,3929,Marié(e),Consulting,Assistant de Direction,8,7,4,2,Non,1,0,1,12,1,Transformation Digitale,Occasionnel,0,2
4,3,1,2,4,3,3,Non,15 %,34,F,2311,Célibataire,Consulting,Assistant de Direction,2,9,3,2,Non,0,3,1,27,2,Transformation Digitale,Occasionnel,1,2
2,3,1,2,4,2,4,Oui,22 %,41,F,3140,Célibataire,Commercial,Représentant Commercial,1,4,4,3,Oui,0,5,1,20,2,Marketing,Occasionnel,0,2
3,2,1,3,4,2,3,Non,15 %,50,M,3690,Marié(e),Consulting,Consultant,2,5,3,2,Non,1,2,1,1,3,Transformation Digitale,Occasionnel,0,2
4,4,2,1,3,3,3,Non,11 %,53,F,4450,Divorcé(e),Consulting,Tech Lead,1,5,4,2,Non,2,3,1,13,2,Transformation Digitale,Occasionnel,1,3
4,3,1,2,4,3,3,Non,13 %,33,F,2756,Marié(e),Consulting,Assistant de Direction,1,8,8,7,Non,1,5,1,14,3,Transformation Digitale,Occasionnel,1,6
4,3,5,3,2,3,3,Non,14 %,40,F,19033,Marié(e),Consulting,Senior Manager,1,21,20,8,Non,1,2,1,4,1,Transformation Digitale,Occasionnel,9,9
3,4,5,2,4,3,3,Non,11 %,55,M,18722,Célibataire,Consulting,Directeur Technique,8,36,24,15,Non,0,3,1,14,4,Transformation Digitale,Occasionnel,2,15
4,2,2,3,3,2,3,Non,17 %,34,M,9547,Marié(e),Consulting,Tech Lead,1,10,10,9,Non,0,2,1,2,1,Infra & Cloud,Frequent,1,9
4,3,4,2,3,3,3,Non,18 %,51,F,13734,Célibataire,Consulting,Manager,3,21,7,7,Non,0,6,1,3,3,Transformation Digitale,Occasionnel,1,0
3,2,5,3,1,3,3,Non,14 %,52,M,19999,Marié(e),Consulting,Senior Manager,0,34,33,18,Non,1,5,1,1,4,Infra & Cloud,Occasionnel,11,9
4,3,1,2,4,2,3,Non,16 %,27,F,2279,Célibataire,Consulting,Assistant de Direction,1,7,7,7,Non,0,2,1,9,3,Transformation Digitale,Occasionnel,0,3
2,2,2,3,1,3,3,Oui,13 %,35,M,5916,Marié(e),Consulting,Tech Lead,3,8,1,0,Oui,0,1,1,23,2,Infra & Cloud,Occasionnel,0,1
4,4,1,4,4,4,3,Non,14 %,43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,7,5,4,Non,3,3,1,7,3,Transformation Digitale,Aucun,2,2
1,2,4,4,4,3,4,Non,23 %,45,M,16792,Marié(e),Consulting,Senior Manager,9,22,20,8,Non,1,1,1,2,2,Transformation Digitale,Aucun,11,8
2,4,1,1,1,2,3,Oui,12 %,37,M,3564,Marié(e),Consulting,Assistant de Direction,1,8,8,7,Non,1,3,1,21,3,Infra & Cloud,Occasionnel,1,7
2,3,2,2,4,3,3,Non,11 %,35,F,4425,Célibataire,Consulting,Consultant,5,10,6,2,Non,0,5,1,2,3,Transformation Digitale,Frequent,1,2
3,3,2,3,2,3,3,Non,16 %,42,F,5265,Divorcé(e),Consulting,Tech Lead,2,11,5,3,Non,1,5,1,21,2,Transformation Digitale,Aucun,0,2
4,3,2,3,2,3,3,Non,14 %,38,M,6553,Marié(e),Consulting,Tech Lead,9,14,1,0,Non,0,3,1,2,4,Infra & Cloud,Occasionnel,0,0
4,3,2,4,1,1,3,Non,18 %,38,M,6261,Marié(e),Consulting,Tech Lead,3,9,7,7,Non,1,3,1,29,3,Entrepreunariat,Occasionnel,1,7
3,2,2,1,3,3,3,Non,19 %,27,M,4298,Marié(e),Consulting,Tech Lead,5,6,2,2,Non,1,1,1,1,1,Entrepreunariat,Frequent,2,0
4,3,2,4,1,3,3,Oui,15 %,49,M,6804,Divorcé(e),Consulting,Tech Lead,1,7,7,7,Non,2,0,1,18,4,Infra & Cloud,Aucun,1,7
4,3,1,3,4,4,3,Oui,17 %,34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,Non,1,4,1,10,4,Transformation Digitale,Frequent,2,0
3,3,2,4,3,4,3,Oui,15 %,40,M,2741,Marié(e),Consulting,Consultant,8,15,7,2,Non,1,2,1,19,2,Transformation Digitale,Occasionnel,3,7
2,3,2,1,2,3,3,Oui,19 %,38,M,6673,Marié(e),Consulting,Manager,7,17,1,0,Oui,0,2,1,29,1,Transformation Digitale,Occasionnel,0,0
2,3,3,4,4,2,4,Non,22 %,29,F,7639,Marié(e),Commercial,Cadre Commercial,1,10,10,4,Oui,3,3,1,27,3,Marketing,Occasionnel,1,9
4,4,1,2,1,2,3,Oui,16 %,22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,Non,1,2,1,5,3,Infra & Cloud,Occasionnel,2,2
2,3,1,4,1,3,3,Non,13 %,36,F,2153,Célibataire,Consulting,Consultant,1,8,8,1,Non,0,2,1,18,1,Transformation Digitale,Frequent,1,7
4,2,2,4,4,1,3,Non,14 %,40,M,4876,Marié(e),Consulting,Manager,9,5,3,2,Non,1,5,1,9,5,Infra & Cloud,Aucun,0,2
4,3,3,1,3,3,3,Non,16 %,46,M,9396,Divorcé(e),Consulting,Manager,7,17,4,2,Non,1,3,1,1,4,Transformation Digitale,Occasionnel,0,3
4,1,3,4,3,2,3,Non,11 %,32,M,10400,Marié(e),Commercial,Cadre Commercial,1,14,14,8,Oui,0,2,1,4,4,Transformation Digitale,Occasionnel,9,8
3,2,3,3,3,3,4,Non,22 %,30,M,8474,Célibataire,Consulting,Tech Lead,1,12,11,8,Non,0,2,1,1,1,Infra & Cloud,Aucun,5,8
4,3,2,3,4,3,3,Non,14 %,27,F,9981,Célibataire,Commercial,Cadre Commercial,1,7,7,7,Non,0,2,1,20,3,Infra & Cloud,Frequent,0,7
2,2,3,2,4,1,3,Non,16 %,51,M,12490,Marié(e),Consulting,Directeur Technique,5,16,10,9,Non,2,5,1,8,4,Infra & Cloud,Occasionnel,4,7
4,3,1,1,3,3,3,Oui,11 %,30,F,2657,Célibataire,Consulting,Assistant de Direction,5,8,5,2,Oui,0,5,1,3,3,Entrepreunariat,Occasionnel,0,4
4,3,3,4,3,3,3,Oui,18 %,41,F,13591,Célibataire,Commercial,Senior Manager,3,16,1,0,Non,0,3,1,6,3,Infra & Cloud,Occasionnel,0,0
3,2,2,1,3,2,3,Non,15 %,30,F,6696,Célibataire,Commercial,Cadre Commercial,5,9,6,3,Oui,0,5,1,26,4,Marketing,Frequent,0,1
3,3,1,3,4,2,3,Non,14 %,29,M,2058,Célibataire,Consulting,Assistant de Direction,0,7,6,2,Oui,0,1,1,1,3,Entrepreunariat,Occasionnel,1,5
4,2,3,4,4,3,3,Non,12 %,45,F,8865,Célibataire,Commercial,Cadre Commercial,6,23,19,7,Non,0,2,1,6,3,Transformation Digitale,Aucun,12,8
4,3,2,1,4,3,3,Non,14 %,54,F,5940,Marié(e),Commercial,Cadre Commercial,2,16,6,2,Non,1,4,1,3,3,Marketing,Occasionnel,0,5
4,3,2,2,4,4,3,Non,16 %,36,M,5914,Célibataire,Consulting,Consultant,8,16,13,11,Non,0,3,1,5,2,Infra & Cloud,Occasionnel,3,7
3,2,1,2,4,3,4,Non,21 %,33,F,2622,Marié(e),Consulting,Assistant de Direction,6,7,3,2,Non,0,3,1,4,4,Transformation Digitale,Occasionnel,1,1
2,3,3,4,3,3,3,Oui,14 %,37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,10,10,8,Non,3,1,1,11,3,Autre,Frequent,0,7
1,3,3,3,3,2,3,Non,12 %,38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,17,16,10,Non,2,6,1,3,3,Infra & Cloud,Occasionnel,5,13
3,1,2,3,4,3,3,Non,12 %,31,M,4345,Marié(e),Consulting,Tech Lead,0,6,5,4,Non,1,2,1,1,4,Transformation Digitale,Aucun,1,4
3,2,1,4,1,3,3,Non,17 %,59,M,2177,Marié(e),Consulting,Assistant de Direction,3,7,1,0,Non,1,6,1,3,3,Infra & Cloud,Occasionnel,0,0
1,3,1,4,3,3,3,Non,17 %,37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,13,9,8,Non,1,2,1,4,4,Marketing,Frequent,5,8
2,3,3,4,4,3,3,Non,14 %,29,F,7918,Marié(e),Commercial,Cadre Commercial,1,11,11,10,Non,1,5,1,1,1,Transformation Digitale,Frequent,4,1
3,3,3,3,1,4,3,Non,14 %,35,F,8789,Célibataire,Commercial,Cadre Commercial,1,10,10,7,Non,0,3,1,1,3,Marketing,Frequent,0,8
3,2,1,4,3,2,3,Oui,13 %,29,M,2389,Célibataire,Consulting,Assistant de Direction,1,4,4,3,Oui,0,3,1,18,1,Transformation Digitale,Occasionnel,0,1
3,2,1,4,2,2,3,Non,15 %,52,F,3212,Célibataire,Consulting,Consultant,7,6,2,2,Non,0,3,1,2,3,Infra & Cloud,Occasionnel,2,2
3,3,5,4,4,3,3,Non,11 %,42,M,19232,Marié(e),Consulting,Senior Manager,1,22,22,17,Non,0,3,1,4,2,Entrepreunariat,Occasionnel,11,15
2,3,1,3,4,2,3,Non,17 %,59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,7,2,2,Non,0,2,1,6,2,Transformation Digitale,Occasionnel,2,2
4,3,5,4,3,2,3,Non,11 %,50,F,19517,Divorcé(e),Commercial,Senior Manager,3,32,7,0,Non,1,3,1,1,4,Transformation Digitale,Occasionnel,0,6
3,3,1,4,3,1,3,Oui,13 %,33,M,2436,Marié(e),Consulting,Consultant,5,8,5,4,Oui,1,2,1,14,3,Transformation Digitale,Occasionnel,0,4
4,3,4,4,3,3,4,Oui,22 %,43,F,16064,Marié(e),Commercial,Senior Manager,5,22,17,13,Non,1,3,1,16,3,Marketing,Occasionnel,1,9
1,3,1,1,1,4,4,Non,20 %,33,F,2707,Marié(e),Consulting,Consultant,7,13,9,7,Oui,0,3,1,2,2,Infra & Cloud,Occasionnel,1,7
1,2,5,3,4,4,3,Oui,18 %,52,M,19068,Célibataire,Commercial,Senior Manager,1,33,33,7,Non,0,2,1,2,4,Infra & Cloud,Aucun,15,12
3,3,1,2,1,3,3,Non,11 %,32,F,3931,Marié(e),Commercial,Représentant Commercial,2,6,4,3,Non,1,5,1,4,2,Infra & Cloud,Occasionnel,1,2
4,2,1,3,4,1,3,Oui,14 %,32,M,3730,Célibataire,Consulting,Consultant,0,4,3,2,Oui,0,2,1,1,3,Infra & Cloud,Occasionnel,1,2
3,3,1,3,3,3,3,Non,14 %,39,F,2232,Divorcé(e),Consulting,Consultant,7,7,3,2,Non,3,1,1,1,4,Transformation Digitale,Occasionnel,1,2
3,3,2,4,1,3,3,Non,18 %,32,M,4465,Marié(e),Commercial,Cadre Commercial,0,4,3,2,Non,0,2,1,26,4,Marketing,Aucun,2,2
3,3,2,1,1,2,3,Non,16 %,41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,17,1,0,Non,2,2,1,19,2,Infra & Cloud,Occasionnel,0,0
1,3,2,4,1,3,3,Non,17 %,40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,9,9,8,Non,2,3,1,24,2,Entrepreunariat,Occasionnel,4,7
3,4,5,4,3,3,3,Non,11 %,45,M,19202,Marié(e),Consulting,Senior Manager,0,25,24,0,Non,1,2,1,1,3,Autre,Occasionnel,1,7
2,3,3,3,1,3,3,Non,12 %,31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,9,2,2,Non,1,3,1,3,4,Transformation Digitale,Frequent,2,2
3,2,1,4,3,2,3,Non,13 %,33,F,2911,Marié(e),Consulting,Assistant de Direction,1,2,2,2,Non,1,2,1,5,4,Infra & Cloud,Occasionnel,0,2
4,2,2,1,2,3,3,Non,13 %,34,M,5957,Marié(e),Consulting,Tech Lead,6,13,11,9,Non,1,3,1,2,4,Infra & Cloud,Occasionnel,5,9
3,2,1,1,1,2,3,Non,14 %,37,F,3920,Marié(e),Consulting,Assistant de Direction,2,17,3,1,Non,1,2,1,1,2,Transformation Digitale,Occasionnel,0,2
1,4,2,3,4,3,3,Non,17 %,45,M,6434,Marié(e),Consulting,Tech Lead,4,9,3,2,Non,1,1,1,7,4,Infra & Cloud,Frequent,0,2
1,3,3,3,2,3,3,Non,11 %,37,M,10048,Divorcé(e),Consulting,Tech Lead,6,17,1,0,Oui,2,5,1,10,3,Transformation Digitale,Frequent,0,0
3,3,3,3,4,3,4,Non,25 %,39,F,10938,Célibataire,Consulting,Manager,0,20,19,6,Non,0,1,1,2,4,Entrepreunariat,Frequent,11,8
3,3,1,4,1,3,3,Non,19 %,29,M,2340,Célibataire,Consulting,Assistant de Direction,1,6,6,5,Non,0,1,1,15,3,Infra & Cloud,Occasionnel,1,5
4,4,2,1,3,3,3,Oui,13 %,42,F,6545,Célibataire,Consulting,Assistant de Direction,3,10,3,2,Non,0,1,1,17,2,Infra & Cloud,Occasionnel,0,2
4,3,2,4,4,3,3,Non,14 %,29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,10,3,2,Non,1,2,1,20,2,Marketing,Occasionnel,0,2
1,3,2,3,4,3,3,Non,12 %,25,F,4898,Marié(e),Consulting,Tech Lead,0,5,4,2,Non,2,3,1,1,3,Infra & Cloud,Occasionnel,1,2
4,2,1,1,3,3,3,Oui,11 %,42,F,2593,Divorcé(e),Consulting,Consultant,0,10,9,6,Non,1,4,1,2,3,Transformation Digitale,Occasionnel,7,8
1,3,5,3,4,3,3,Non,19 %,40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,22,21,7,Non,1,5,1,2,2,Transformation Digitale,Occasionnel,3,9
3,3,1,4,2,2,3,Non,11 %,51,M,2723,Marié(e),Consulting,Assistant de Direction,1,1,1,0,Non,0,0,1,1,3,Infra & Cloud,Occasionnel,0,0
3,2,1,2,2,4,3,Non,11 %,31,M,3479,Célibataire,Consulting,Consultant,0,6,5,4,Oui,0,2,1,29,2,Transformation Digitale,Frequent,1,4
2,4,1,2,3,1,4,Non,20 %,32,M,2794,Marié(e),Consulting,Consultant,1,5,5,1,Non,0,3,1,7,3,Infra & Cloud,Frequent,0,3
4,2,2,4,4,3,3,Non,18 %,38,M,5249,Marié(e),Commercial,Cadre Commercial,3,13,8,7,Non,1,0,1,2,2,Infra & Cloud,Aucun,7,5
4,2,2,1,4,3,3,Non,13 %,32,M,2176,Célibataire,Consulting,Consultant,4,9,6,2,Non,0,5,1,2,1,Entrepreunariat,Occasionnel,0,4
3,1,4,2,2,2,3,Oui,12 %,46,F,16872,Marié(e),Commercial,Senior Manager,3,28,7,7,Non,1,2,1,2,3,Entrepreunariat,Occasionnel,7,7
1,3,1,3,3,1,3,Non,11 %,28,M,3485,Célibataire,Consulting,Consultant,2,5,0,0,Oui,0,5,1,2,4,Infra & Cloud,Occasionnel,0,0
1,2,2,2,2,3,3,Non,19 %,29,M,6644,Marié(e),Commercial,Cadre Commercial,2,10,0,0,Non,2,2,1,2,3,Transformation Digitale,Occasionnel,0,0
2,2,2,4,2,3,4,Non,21 %,31,M,5582,Marié(e),Consulting,Manager,0,10,9,0,Non,1,2,1,23,3,Transformation Digitale,Occasionnel,7,8
2,4,2,1,4,3,3,Non,12 %,25,M,4000,Divorcé(e),Consulting,Manager,1,6,6,3,Non,2,2,1,5,2,Infra & Cloud,Aucun,1,5
3,3,4,4,2,3,3,Oui,14 %,45,M,13496,Marié(e),Consulting,Manager,0,21,20,7,Non,0,2,1,20,2,Transformation Digitale,Occasionnel,4,10
4,3,1,4,3,3,3,Non,11 %,36,M,3210,Marié(e),Consulting,Consultant,0,16,15,13,Non,1,4,1,6,3,Infra & Cloud,Occasionnel,10,11
4,3,5,1,3,3,3,Oui,14 %,55,M,19045,Célibataire,Consulting,Senior Manager,0,37,36,10,Non,0,2,1,1,3,Transformation Digitale,Occasionnel,4,13
1,3,3,2,4,2,3,Oui,12 %,47,M,11849,Marié(e),Consulting,Senior Manager,1,10,10,7,Oui,1,2,1,29,4,Infra & Cloud,Aucun,9,9
4,3,1,4,4,2,4,Non,23 %,28,M,2070,Marié(e),Consulting,Assistant de Direction,1,5,5,2,Non,1,3,1,9,3,Transformation Digitale,Occasionnel,0,4
3,3,2,4,2,4,3,Non,14 %,37,M,6502,Marié(e),Commercial,Cadre Commercial,4,7,5,4,Non,1,5,1,6,4,Transformation Digitale,Occasionnel,0,1
4,2,1,3,1,4,3,Non,17 %,21,M,3230,Célibataire,Consulting,Assistant de Direction,1,3,3,2,Non,0,4,1,3,2,Transformation Digitale,Occasionnel,1,0
1,3,3,4,1,3,3,Oui,18 %,37,F,13603,Divorcé(e),Consulting,Directeur Technique,2,15,5,2,Non,2,2,1,1,4,Transformation Digitale,Aucun,0,2
2,4,3,2,2,2,3,Non,18 %,35,F,11996,Divorcé(e),Consulting,Senior Manager,7,10,7,7,Non,1,6,1,22,3,Infra & Cloud,Occasionnel,6,2
1,4,2,1,3,3,4,Oui,24 %,38,F,5605,Divorcé(e),Commercial,Cadre Commercial,1,8,8,0,Non,1,3,1,7,2,Transformation Digitale,Occasionnel,7,7
3,3,2,2,1,1,4,Non,20 %,26,F,6397,Divorcé(e),Consulting,Tech Lead,1,6,6,5,Non,1,6,1,1,3,Infra & Cloud,Frequent,1,4
1,3,5,2,1,2,3,Non,14 %,50,M,19144,Divorcé(e),Consulting,Directeur Technique,3,28,10,4,Non,2,4,1,4,1,Infra & Cloud,Occasionnel,1,6
3,3,4,3,4,2,3,Oui,16 %,53,M,17584,Marié(e),Consulting,Directeur Technique,3,21,5,3,Non,3,5,1,3,4,Transformation Digitale,Occasionnel,1,3
2,3,2,3,3,3,4,Non,25 %,42,M,4907,Marié(e),Commercial,Cadre Commercial,1,20,20,16,Non,0,3,1,1,1,Infra & Cloud,Occasionnel,11,6
2,3,2,4,1,2,3,Non,18 %,29,M,4554,Célibataire,Commercial,Cadre Commercial,1,10,10,7,Non,0,3,1,2,2,Infra & Cloud,Frequent,0,9
2,3,2,4,4,3,3,Oui,19 %,55,M,5415,Marié(e),Consulting,Consultant,3,12,10,7,Non,1,4,1,20,2,Entrepreunariat,Occasionnel,0,8
1,3,2,1,3,3,3,Oui,13 %,26,M,4741,Marié(e),Consulting,Manager,1,5,5,3,Non,1,3,1,11,2,Transformation Digitale,Frequent,3,3
4,3,1,4,2,3,3,Non,12 %,37,F,2115,Célibataire,Consulting,Assistant de Direction,1,17,17,12,Non,0,3,1,1,3,Infra & Cloud,Occasionnel,5,7
4,3,1,3,4,1,4,Oui,22 %,44,M,3161,Divorcé(e),Consulting,Consultant,3,19,1,0,Oui,1,0,1,24,3,Infra & Cloud,Frequent,0,0
4,3,2,4,2,3,3,Non,14 %,38,M,5745,Divorcé(e),Consulting,Manager,9,10,2,2,Non,1,2,1,23,4,Infra & Cloud,Occasionnel,1,2
1,3,1,2,4,3,3,Oui,13 %,26,M,2373,Divorcé(e),Consulting,Consultant,2,5,3,2,Oui,1,2,1,16,4,Transformation Digitale,Occasionnel,0,2
4,3,1,4,4,3,4,Non,21 %,28,F,3310,Célibataire,Consulting,Assistant de Direction,1,5,5,3,Non,0,3,1,8,2,Infra & Cloud,Occasionnel,0,2
3,3,5,1,4,3,3,Oui,11 %,49,F,18665,Célibataire,Consulting,Directeur Technique,9,22,3,2,Non,0,4,1,10,4,Infra & Cloud,Frequent,1,2
3,3,2,2,4,3,3,Non,12 %,36,M,4485,Célibataire,Consulting,Assistant de Direction,4,10,8,0,Non,0,2,1,3,3,Entrepreunariat,Occasionnel,7,7
4,3,1,2,3,2,3,Non,11 %,31,F,2789,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,Non,1,5,1,5,3,Marketing,Frequent,2,2
4,2,2,4,2,3,3,Oui,12 %,26,M,5828,Célibataire,Commercial,Cadre Commercial,1,8,8,7,Oui,0,0,1,4,4,Marketing,Occasionnel,7,4
2,3,1,4,3,2,3,Oui,12 %,37,M,2326,Marié(e),Consulting,Assistant de Direction,1,4,4,2,Non,3,3,1,9,3,Transformation Digitale,Frequent,1,2
3,3,4,2,4,4,3,Non,14 %,42,F,13525,Marié(e),Commercial,Cadre Commercial,5,23,20,4,Non,1,2,1,26,3,Marketing,Frequent,4,8
3,3,1,3,3,3,3,Non,13 %,18,M,1420,Célibataire,Consulting,Consultant,1,0,0,0,Oui,0,2,1,3,3,Infra & Cloud,Occasionnel,0,0
3,3,3,2,3,2,3,Non,15 %,35,M,8020,Marié(e),Commercial,Cadre Commercial,0,12,11,9,Non,2,3,1,16,3,Marketing,Occasionnel,6,9
3,4,1,4,4,3,3,Non,18 %,36,M,3688,Marié(e),Consulting,Consultant,4,4,1,0,Non,2,2,1,18,4,Infra & Cloud,Frequent,0,0
4,1,2,2,4,3,3,Non,18 %,51,M,5482,Divorcé(e),Consulting,Tech Lead,5,13,4,1,Non,1,3,1,2,3,Transformation Digitale,Occasionnel,1,2
4,3,4,2,2,3,3,Non,19 %,41,M,16015,Célibataire,Commercial,Senior Manager,1,22,22,10,Non,0,2,1,2,4,Infra & Cloud,Occasionnel,0,4
4,2,1,3,1,3,3,Non,12 %,18,F,1200,Célibataire,Commercial,Représentant Commercial,1,0,0,0,Non,0,2,1,10,3,Transformation Digitale,Occasionnel,0,0
2,4,2,1,3,3,3,Non,19 %,28,M,5661,Célibataire,Consulting,Manager,0,9,8,3,Non,0,2,1,16,2,Transformation Digitale,Occasionnel,0,7
2,4,2,4,2,2,3,Non,11 %,31,M,6929,Marié(e),Commercial,Cadre Commercial,4,10,8,7,Non,1,3,1,7,3,Entrepreunariat,Occasionnel,7,7
3,4,3,4,1,2,3,Non,17 %,39,M,9613,Divorcé(e),Consulting,Manager,0,19,18,10,Non,3,5,1,1,3,Transformation Digitale,Occasionnel,3,7
2,3,2,2,3,3,3,Non,15 %,36,F,5674,Marié(e),Consulting,Consultant,7,11,9,8,Non,1,3,1,24,4,Infra & Cloud,Aucun,0,8
4,2,2,3,3,2,3,Non,14 %,32,M,5484,Marié(e),Commercial,Cadre Commercial,1,13,13,8,Non,1,3,1,7,3,Infra & Cloud,Occasionnel,4,8
1,2,3,2,3,3,3,Non,17 %,38,F,12061,Marié(e),Consulting,Directeur Technique,3,19,10,8,Non,1,2,1,25,2,Infra & Cloud,Occasionnel,0,1
4,1,2,3,4,3,3,Oui,13 %,58,M,5660,Divorcé(e),Consulting,Manager,2,12,5,3,Non,1,2,1,1,4,Infra & Cloud,Aucun,1,2
3,3,1,4,3,3,3,Oui,12 %,31,M,4821,Marié(e),Consulting,Assistant de Direction,0,6,5,2,Non,1,4,1,5,4,Entrepreunariat,Occasionnel,0,3
